"osn","conti_name","candidate","party","total_votes","pct_votes","evm_votes","postal_votes","migrant_votes","xrow_id","xgroup_id","xconti_total"
24,"Tamil Nadu-Tirunelveli","RAJIV VICTOR","Independent",628,0.06,627,1,NA,6374,392,1039761
25,"Tamil Nadu-Tirunelveli","RAJKUMAR A","Independent",771,0.07,771,0,NA,6375,392,1039761
26,"Tamil Nadu-Tirunelveli","RATHINASIGAMANI M","Independent",934,0.09,934,0,NA,6376,392,1039761
27,"Tamil Nadu-Tirunelveli","NOTA","None of the Above",10958,1.05,10855,103,NA,6377,392,1039761
1,"Tamil Nadu-Tiruppur","AYYANAR, C.","Bahujan Samaj Party",7321,0.65,7312,9,NA,6378,393,1119584
2,"Tamil Nadu-Tiruppur","ANANDAN, M.S.M.","All India Anna Dravida Munnetra Kazhagam",415357,37.1,414782,575,NA,6379,393,1119584
3,"Tamil Nadu-Tiruppur","SUBBARAYAN, K.","Communist Party of India",508725,45.44,505793,2932,NA,6380,393,1119584
4,"Tamil Nadu-Tiruppur","CHANDIRAKUMAR, V.S.","Makkal Needhi Maiam",64657,5.78,64538,119,NA,6381,393,1119584
5,"Tamil Nadu-Tiruppur","JAGANATHAN, P.","Naam Tamilar Katchi",42189,3.77,42079,110,NA,6382,393,1119584
6,"Tamil Nadu-Tiruppur","KATHIRESAN, L.","Independent",3476,0.31,3473,3,NA,6383,393,1119584
7,"Tamil Nadu-Tiruppur","KANAGARAJ, P.","Independent",1520,0.14,1519,1,NA,6384,393,1119584
8,"Tamil Nadu-Tiruppur","KUMAR, D.","Independent",1599,0.14,1597,2,NA,6385,393,1119584
9,"Tamil Nadu-Tiruppur","SENTHILVEL, A.","Independent",1899,0.17,1898,1,NA,6386,393,1119584
10,"Tamil Nadu-Tiruppur","SELVAM, S.R.","Independent",43816,3.91,43766,50,NA,6387,393,1119584
11,"Tamil Nadu-Tiruppur","RAJKUMAR, S.","Independent",4481,0.4,4479,2,NA,6388,393,1119584
12,"Tamil Nadu-Tiruppur","JAGANATHAN, P.","Independent",2683,0.24,2675,8,NA,6389,393,1119584
13,"Tamil Nadu-Tiruppur","NOTA","None of the Above",21861,1.95,21782,79,NA,6390,393,1119584
1,"Tamil Nadu-Tiruvannamalai","ANNADURAI C N","Dravida Munnetra Kazhagam",666272,57.85,661719,4553,NA,6391,394,1151729
2,"Tamil Nadu-Tiruvannamalai","AGRI KRISHNAMURTHY S S","All India Anna Dravida Munnetra Kazhagam",362085,31.44,360256,1829,NA,6392,394,1151729
3,"Tamil Nadu-Tiruvannamalai","BABU B","Bahujan Samaj Party",4124,0.36,4046,78,NA,6393,394,1151729
4,"Tamil Nadu-Tiruvannamalai","ARUL R","Makkal Needhi Maiam",14654,1.27,14512,142,NA,6394,394,1151729
5,"Tamil Nadu-Tiruvannamalai","KALASTHRI S","All India Uzhavargal Uzhaippalargal Katchi",1999,0.17,1967,32,NA,6395,394,1151729
6,"Tamil Nadu-Tiruvannamalai","RAMESHBABU R","Naam Tamilar Katchi",27503,2.39,27258,245,NA,6396,394,1151729
7,"Tamil Nadu-Tiruvannamalai","ANNADURAI T S","Independent",937,0.08,923,14,NA,6397,394,1151729
8,"Tamil Nadu-Tiruvannamalai","ANNADURAI S","Independent",1218,0.11,1206,12,NA,6398,394,1151729
9,"Tamil Nadu-Tiruvannamalai","ANNADURAI B","Independent",848,0.07,842,6,NA,6399,394,1151729
10,"Tamil Nadu-Tiruvannamalai","ANBALAGAN M","Independent",824,0.07,814,10,NA,6400,394,1151729
11,"Tamil Nadu-Tiruvannamalai","INDIRAMOHAN P","Independent",728,0.06,727,1,NA,6401,394,1151729
12,"Tamil Nadu-Tiruvannamalai","UDHAYAKUMAR P S","Independent",759,0.07,756,3,NA,6402,394,1151729
13,"Tamil Nadu-Tiruvannamalai","AYYAPPAN M","Independent",851,0.07,846,5,NA,6403,394,1151729
14,"Tamil Nadu-Tiruvannamalai","KARUNA S","Independent",1855,0.16,1851,4,NA,6404,394,1151729
15,"Tamil Nadu-Tiruvannamalai","KALAIMANI S","Independent",1632,0.14,1632,0,NA,6405,394,1151729
16,"Tamil Nadu-Tiruvannamalai","KRISHNAMOORTHY A","Independent",4175,0.36,4175,0,NA,6406,394,1151729
17,"Tamil Nadu-Tiruvannamalai","KRISHNAMURTHI R","Independent",4001,0.35,4001,0,NA,6407,394,1151729
18,"Tamil Nadu-Tiruvannamalai","SIVAGURURAJ T","Independent",1758,0.15,1758,0,NA,6408,394,1151729
19,"Tamil Nadu-Tiruvannamalai","GNANASEKAR A","Independent",38639,3.35,38503,136,NA,6409,394,1151729
20,"Tamil Nadu-Tiruvannamalai","PADAVETTAN M","Independent",606,0.05,604,2,NA,6410,394,1151729
21,"Tamil Nadu-Tiruvannamalai","RAGHUNATHAN K","Independent",506,0.04,505,1,NA,6411,394,1151729
22,"Tamil Nadu-Tiruvannamalai","RAJENDIRAN T","Independent",571,0.05,566,5,NA,6412,394,1151729
23,"Tamil Nadu-Tiruvannamalai","VIGNESHWARAN A","Independent",606,0.05,606,0,NA,6413,394,1151729
24,"Tamil Nadu-Tiruvannamalai","VIJAYAN A","Independent",623,0.05,622,1,NA,6414,394,1151729
25,"Tamil Nadu-Tiruvannamalai","VELU R","Independent",1638,0.14,1631,7,NA,6415,394,1151729
26,"Tamil Nadu-Tiruvannamalai","NOTA","None of the Above",12317,1.07,12223,94,NA,6416,394,1151729
1,"Tamil Nadu-Viluppuram","KALIYAMOORTHY G","Bahujan Samaj Party",3943,0.35,3917,26,NA,6417,395,1135540
2,"Tamil Nadu-Viluppuram","RAVIKUMAR D","Dravida Munnetra Kazhagam",559585,49.28,556675,2910,NA,6418,395,1135540
3,"Tamil Nadu-Viluppuram","ABIRAMI P","Tamil Nadu Ilangyar Katchi",4739,0.42,4719,20,NA,6419,395,1135540
4,"Tamil Nadu-Viluppuram","ANBIN POYYAMOZHI S","Makkal Needhi Maiam",17891,1.58,17819,72,NA,6420,395,1135540
5,"Tamil Nadu-Viluppuram","PRAKALATHA D","Naam Tamilar Katchi",24609,2.17,24480,129,NA,6421,395,1135540
6,"Tamil Nadu-Viluppuram","RAJA S","Agila India Makkal Kazhagam",2532,0.22,2529,3,NA,6422,395,1135540
7,"Tamil Nadu-Viluppuram","VADIVEL RAVANAN S","Pattali Makkal Katchi",431517,38,430091,1426,NA,6423,395,1135540
8,"Tamil Nadu-Viluppuram","ARASAN K","Independent",12781,1.13,12778,3,NA,6424,395,1135540
9,"Tamil Nadu-Viluppuram","ANBALAGAN T","Independent",1314,0.12,1312,2,NA,6425,395,1135540
10,"Tamil Nadu-Viluppuram","GANAPATHY N","Independent",58019,5.11,57939,80,NA,6426,395,1135540
11,"Tamil Nadu-Viluppuram","KATHIRVEL M","Independent",995,0.09,994,1,NA,6427,395,1135540
12,"Tamil Nadu-Viluppuram","DESINGU A","Independent",1350,0.12,1348,2,NA,6428,395,1135540
13,"Tamil Nadu-Viluppuram","RAJASEKARAN M","Independent",4322,0.38,4316,6,NA,6429,395,1135540
14,"Tamil Nadu-Viluppuram","NOTA","None of the Above",11943,1.05,11882,61,NA,6430,395,1135540
1,"Tamil Nadu-Virudhunagar","ALAGARSAMY, R.","Desiya Murpokku Dravida Kazhagam",316329,29.43,315055,1274,NA,6431,396,1074735
2,"Tamil Nadu-Virudhunagar","PERUMALSAMY, M.","Bahujan Samaj Party",3770,0.35,3707,63,NA,6432,396,1074735
3,"Tamil Nadu-Virudhunagar","MANICKAM TAGORE, B.","Indian National Congress",470883,43.81,464667,6216,NA,6433,396,1074735
4,"Tamil Nadu-Virudhunagar","ARULMOZHITHEVAN, K.","Naam Tamilar Katchi",53040,4.94,52591,449,NA,6434,396,1074735
5,"Tamil Nadu-Virudhunagar","KAVITHA, A.","Ahila India Dhayaga Makkal Munnetra Katchi",1765,0.16,1632,133,NA,6435,396,1074735
6,"Tamil Nadu-Virudhunagar","SAKKARAVARTHY, P.","All  India Puratchi Thalaivar Makkal Munnettra Kazhagam",2764,0.26,2731,33,NA,6436,396,1074735
7,"Tamil Nadu-Virudhunagar","PACKIARAJ, E.","Tamil Nadu Ilangyar Katchi",1545,0.14,1529,16,NA,6437,396,1074735
8,"Tamil Nadu-Virudhunagar","MANIKANDAN, R.","Ezhuchi Tamilargal Munnetra Kazhagam",1969,0.18,1964,5,NA,6438,396,1074735
9,"Tamil Nadu-Virudhunagar","MUNIYASAMY, V.","Makkal Needhi Maiam",57129,5.32,56815,314,NA,6439,396,1074735
10,"Tamil Nadu-Virudhunagar","ALAGARSAMY, N.","Independent",3740,0.35,3723,17,NA,6440,396,1074735
11,"Tamil Nadu-Virudhunagar","ELANGO, S.","Independent",937,0.09,935,2,NA,6441,396,1074735
12,"Tamil Nadu-Virudhunagar","UMAYORUBAGAM, M.","Independent",789,0.07,788,1,NA,6442,396,1074735
13,"Tamil Nadu-Virudhunagar","GANESHKUMAR, S.","Independent",1624,0.15,1622,2,NA,6443,396,1074735
14,"Tamil Nadu-Virudhunagar","KALYANASUNDARAM, A.","Independent",2487,0.23,2479,8,NA,6444,396,1074735
15,"Tamil Nadu-Virudhunagar","GOVINDAN, A.","Independent",4199,0.39,4194,5,NA,6445,396,1074735
16,"Tamil Nadu-Virudhunagar","SANKARANARAYANAN, N.","Independent",3705,0.34,3701,4,NA,6446,396,1074735
17,"Tamil Nadu-Virudhunagar","SABARI PONRAJ, B.","Independent",5666,0.53,5662,4,NA,6447,396,1074735
18,"Tamil Nadu-Virudhunagar","SUGAN RAJEEV, M.","Independent",2436,0.23,2435,1,NA,6448,396,1074735
19,"Tamil Nadu-Virudhunagar","SENTHILKUMAR, S.","Independent",2717,0.25,2714,3,NA,6449,396,1074735
20,"Tamil Nadu-Virudhunagar","SELVAKUMAR, M.","Independent",846,0.08,842,4,NA,6450,396,1074735
21,"Tamil Nadu-Virudhunagar","ADVOCATE.THANGAPANDIAN, M.","Independent",1502,0.14,1495,7,NA,6451,396,1074735
22,"Tamil Nadu-Virudhunagar","Dr.DHANUSHKODI, M.","Independent",3118,0.29,3108,10,NA,6452,396,1074735
23,"Tamil Nadu-Virudhunagar","THIAGARAJAN, P.I.D.","Independent",853,0.08,850,3,NA,6453,396,1074735
24,"Tamil Nadu-Virudhunagar","PARAMASIVA IYYAPPAN, S.","Independent",107615,10.01,107033,582,NA,6454,396,1074735
25,"Tamil Nadu-Virudhunagar","PALANICHAMY KUDUMBAR, P.","Independent",1065,0.1,1060,5,NA,6455,396,1074735
26,"Tamil Nadu-Virudhunagar","BACKIYARAJ, K.","Independent",825,0.08,822,3,NA,6456,396,1074735
27,"Tamil Nadu-Virudhunagar","BALACHANDAR, N.","Independent",1814,0.17,1812,2,NA,6457,396,1074735
28,"Tamil Nadu-Virudhunagar","VALLINAYAGAM, N.","Independent",2311,0.22,2289,22,NA,6458,396,1074735
29,"Tamil Nadu-Virudhunagar","NOTA","None of the Above",17292,1.61,17087,205,NA,6459,396,1074735
1,"Telangana-Adilabad","Godam Nagesh","Telangana Rashtra Samithi",318814,29.97,318665,149,NA,6460,397,1063730
2,"Telangana-Adilabad","RATHOD RAMESH","Indian National Congress",314238,29.54,314057,181,NA,6461,397,1063730
3,"Telangana-Adilabad","SOYAM BAPU RAO","Bharatiya Janata Party",377374,35.48,376892,482,NA,6462,397,1063730
4,"Telangana-Adilabad","KUMRAM VANDANA","Nava Praja Rajyam Party",8007,0.75,8005,2,NA,6463,397,1063730
5,"Telangana-Adilabad","Dharavath Narendhar Naik","Janasena Party",5241,0.49,5233,8,NA,6464,397,1063730
6,"Telangana-Adilabad","Pawar Krishna","Rashtriya Jankranti Party",2705,0.25,2702,3,NA,6465,397,1063730
7,"Telangana-Adilabad","Bheemrao","Ambedkarite Party of India",6837,0.64,6833,4,NA,6466,397,1063730
8,"Telangana-Adilabad","Aare Ellanna","Independent",3019,0.28,3019,0,NA,6467,397,1063730
9,"Telangana-Adilabad","Kumra Raju","Independent",4388,0.41,4388,0,NA,6468,397,1063730
10,"Telangana-Adilabad","Ganta Pentanna","Independent",4548,0.43,4548,0,NA,6469,397,1063730
11,"Telangana-Adilabad","Nethavath Ramdas","Independent",5523,0.52,5523,0,NA,6470,397,1063730
12,"Telangana-Adilabad","NOTA","None of the Above",13036,1.23,13030,6,NA,6471,397,1063730
1,"Telangana-Bhongir","Komati Reddy Venkat Reddy","Indian National Congress",532795,43.94,532031,764,NA,6472,398,1212631
2,"Telangana-Bhongir","Goda Sri Ramulu","Communist Party of India",28153,2.32,28135,18,NA,6473,398,1212631
3,"Telangana-Bhongir","Dr. Boora Narsaiah Goud","Telangana Rashtra Samithi",527576,43.51,527235,341,NA,6474,398,1212631
4,"Telangana-Bhongir","P.V. Shyam Sunder Rao","Bharatiya Janata Party",65457,5.4,65222,235,NA,6475,398,1212631
5,"Telangana-Bhongir","Kotha Kistaiah","Ambedkar National Congress",1648,0.14,1648,0,NA,6476,398,1212631
6,"Telangana-Bhongir","S.V. Ramana Rao","Samajwadi Forward Bloc",1158,0.1,1157,1,NA,6477,398,1212631
7,"Telangana-Bhongir","Samrat Narender Boilla","Republican Party of India",1416,0.12,1415,1,NA,6478,398,1212631
8,"Telangana-Bhongir","Devaram Nayak Sapavat","Independent",1564,0.13,1562,2,NA,6479,398,1212631
9,"Telangana-Bhongir","Bhimanaboina Ramesh Yadav","Independent",4036,0.33,4035,1,NA,6480,398,1212631
10,"Telangana-Bhongir","Morigadi Krishna","Independent",1960,0.16,1960,0,NA,6481,398,1212631
11,"Telangana-Bhongir","Sri Ramulu Muthyala","Independent",3068,0.25,3068,0,NA,6482,398,1212631
12,"Telangana-Bhongir","Singapaka Lingam","Independent",27973,2.31,27973,0,NA,6483,398,1212631
13,"Telangana-Bhongir","Seeka Balraj Goud","Independent",3806,0.31,3805,1,NA,6484,398,1212631
14,"Telangana-Bhongir","NOTA","None of the Above",12021,0.99,12010,11,NA,6485,398,1212631
1,"Telangana-CHEVELLA","Konda Vishweshwar Reddy","Indian National Congress",513831,39.52,513180,651,NA,6486,399,1300194
2,"Telangana-CHEVELLA","Dr. G. Ranjith Reddy","Telangana Rashtra Samithi",528148,40.62,527878,270,NA,6487,399,1300194
3,"Telangana-CHEVELLA","B. Janardhan Reddy","Bharatiya Janata Party",201960,15.53,201664,296,NA,6488,399,1300194
4,"Telangana-CHEVELLA","Vijay Aarya","Bahujan Samaj Party",4860,0.37,4856,4,NA,6489,399,1300194
5,"Telangana-CHEVELLA","Giri Kummari","Pyramid Party of India",859,0.07,859,0,NA,6490,399,1300194
6,"Telangana-CHEVELLA","Korra Pandu Naik","Bahujan Mukti Party",767,0.06,767,0,NA,6491,399,1300194
7,"Telangana-CHEVELLA","Gurram Papi Reddy","Ambedkar National Congress",607,0.05,606,1,NA,6492,399,1300194
8,"Telangana-CHEVELLA","Chepuri Raju","Dalita Bahujana Party",1103,0.08,1103,0,NA,6493,399,1300194
9,"Telangana-CHEVELLA","Nalla Prem Kumar","Prem Janata Dal",1223,0.09,1223,0,NA,6494,399,1300194
10,"Telangana-CHEVELLA","Palamakula Madhu","India Praja Bandhu Party",1114,0.09,1114,0,NA,6495,399,1300194
11,"Telangana-CHEVELLA","Baswaiah Madiga","Prajaa Swaraaj Party",4179,0.32,4179,0,NA,6496,399,1300194
12,"Telangana-CHEVELLA","Bennala Julee","National Women's Party",2155,0.17,2148,7,NA,6497,399,1300194
13,"Telangana-CHEVELLA","Ragam Sathesh Yadav","All India Forward Bloc",1458,0.11,1458,0,NA,6498,399,1300194
14,"Telangana-CHEVELLA","Ija Venkatesh Goud","Social Justice Party of India",1523,0.12,1523,0,NA,6499,399,1300194
15,"Telangana-CHEVELLA","Vanam Sudhakar","Marxist Communist Party of India (United)",6226,0.48,6225,1,NA,6500,399,1300194
16,"Telangana-CHEVELLA","A.A. Sabri","Independent",4514,0.35,4514,0,NA,6501,399,1300194
17,"Telangana-CHEVELLA","Anusha Keshavabhatla","Independent",3860,0.3,3858,2,NA,6502,399,1300194
18,"Telangana-CHEVELLA","Yedla Suresh","Independent",6732,0.52,6732,0,NA,6503,399,1300194
19,"Telangana-CHEVELLA","Jaidupally Yadaiah","Independent",1396,0.11,1396,0,NA,6504,399,1300194
20,"Telangana-CHEVELLA","T. Durga Prasad","Independent",1078,0.08,1078,0,NA,6505,399,1300194
21,"Telangana-CHEVELLA","P. Purushotham","Independent",1805,0.14,1805,0,NA,6506,399,1300194
22,"Telangana-CHEVELLA","G. Ravi Kumar Yadav","Independent",781,0.06,781,0,NA,6507,399,1300194
23,"Telangana-CHEVELLA","Sanem Raju Goud","Independent",771,0.06,771,0,NA,6508,399,1300194
24,"Telangana-CHEVELLA","NOTA","None of the Above",9244,0.71,9235,9,NA,6509,399,1300194
1,"Telangana-Hyderabad","ASADUDDIN OWAISI","All India Majlis-E-Ittehadul Muslimeen",517471,58.95,517239,232,NA,6510,400,877872
2,"Telangana-Hyderabad","PUSTHE SRIKANTH","Telangana Rashtra Samithi",63239,7.2,63180,59,NA,6511,400,877872
3,"Telangana-Hyderabad","Dr. BHAGAVANTH RAO","Bharatiya Janata Party",235285,26.8,235056,229,NA,6512,400,877872
4,"Telangana-Hyderabad","MOHAMMED FEROZ KHAN","Indian National Congress",49944,5.69,49873,71,NA,6513,400,877872
5,"Telangana-Hyderabad","DORNALA JAYA PRAKASH","New India Party",699,0.08,699,0,NA,6514,400,877872
6,"Telangana-Hyderabad","RANGACHARYA","Samajwadi Forward Bloc",408,0.05,408,0,NA,6515,400,877872
7,"Telangana-Hyderabad","L. ASHOK NATH","Independent",416,0.05,416,0,NA,6516,400,877872
8,"Telangana-Hyderabad","K. NAGARAJ","Independent",414,0.05,414,0,NA,6517,400,877872
9,"Telangana-Hyderabad","V. BAL KRISHNA","Independent",433,0.05,433,0,NA,6518,400,877872
10,"Telangana-Hyderabad","BEERAMGANTI VENKAT RAMESH NAIDU","Independent",399,0.05,399,0,NA,6519,400,877872
11,"Telangana-Hyderabad","MOHAMMED ABDUL AZEEM","Independent",329,0.04,329,0,NA,6520,400,877872
12,"Telangana-Hyderabad","MOHD AHMED","Independent",494,0.06,494,0,NA,6521,400,877872
13,"Telangana-Hyderabad","K. MAHESHWAR","Independent",420,0.05,419,1,NA,6522,400,877872
14,"Telangana-Hyderabad","SANJAY KUMAR SHUKLA","Independent",553,0.06,552,1,NA,6523,400,877872
15,"Telangana-Hyderabad","Dr. H. SUSHEEL RAJ","Independent",1715,0.2,1715,0,NA,6524,400,877872
16,"Telangana-Hyderabad","NOTA","None of the Above",5653,0.64,5641,12,NA,6525,400,877872
1,"Telangana-Karimnagar","Ponnam Prabhaker","Indian National Congress",179258,15.62,179140,118,NA,6526,401,1147697
2,"Telangana-Karimnagar","BANDI SANJAY KUMAR","Bharatiya Janata Party",498276,43.42,497462,814,NA,6527,401,1147697
3,"Telangana-Karimnagar","BOIANAPALLI VINOD KUMAR","Telangana Rashtra Samithi",408768,35.62,408560,208,NA,6528,401,1147697
4,"Telangana-Karimnagar","VENKANNA ANAGANDULA","Bahujan Samaj Party",9764,0.85,9753,11,NA,6529,401,1147697
5,"Telangana-Karimnagar","ANILKUMAR CHINTHA","Pyramid Party of India",1269,0.11,1269,0,NA,6530,401,1147697
6,"Telangana-Karimnagar","AILA PRASANNA","Anti Corruption Dynamic Party",1459,0.13,1458,1,NA,6531,401,1147697
7,"Telangana-Karimnagar","PALLE PRASHANTH","Jai Swaraj Party",1056,0.09,1056,0,NA,6532,401,1147697
8,"Telangana-Karimnagar","REDDY VENUGOPAL","Samajwadi Forward Bloc",1431,0.12,1431,0,NA,6533,401,1147697
9,"Telangana-Karimnagar","KOTA SHYAMKUMAR","Independent",1454,0.13,1454,0,NA,6534,401,1147697
10,"Telangana-Karimnagar","GANGARAPU THIRUPATHI","Independent",1814,0.16,1814,0,NA,6535,401,1147697
11,"Telangana-Karimnagar","CHILIVERU SRIKANTH","Independent",3470,0.3,3470,0,NA,6536,401,1147697
12,"Telangana-Karimnagar","DURVASA REDDY PAKALA","Independent",11637,1.01,11635,2,NA,6537,401,1147697
13,"Telangana-Karimnagar","PABBA BHANU LAXMAN","Independent",6385,0.56,6384,1,NA,6538,401,1147697
14,"Telangana-Karimnagar","MUKKISA RATHNAKAR REDDY","Independent",5851,0.51,5851,0,NA,6539,401,1147697
15,"Telangana-Karimnagar","RAMESHBABU SHANIGARAPU","Independent",7826,0.68,7826,0,NA,6540,401,1147697
16,"Telangana-Karimnagar","NOTA","None of the Above",7979,0.7,7975,4,NA,6541,401,1147697
1,"Telangana-Khammam","DEVAKI VASUDEVA RAO","Bharatiya Janata Party",20488,1.8,20401,87,NA,6542,402,1139831
2,"Telangana-Khammam","NAMA NAGESWR RAO","Telangana Rashtra Samithi",567459,49.78,566621,838,NA,6543,402,1139831
3,"Telangana-Khammam","Boda Venkat","Communist Party of India  (Marxist)",57102,5.01,57065,37,NA,6544,402,1139831
4,"Telangana-Khammam","RENUKA CHOWDHURY","Indian National Congress",399397,35.04,399008,389,NA,6545,402,1139831
5,"Telangana-Khammam","UMAMAHESWARA RAO CHERUKUPALLI","Telangana Yuva Shakti",3407,0.3,3406,1,NA,6546,402,1139831
6,"Telangana-Khammam","KATTA SRINIVAS","Yekikrutha Sankshema Rashtriya Praja Party",1320,0.12,1319,1,NA,6547,402,1139831
7,"Telangana-Khammam","GOPOJU RAMESH BABU","Telangana Communist Party of India",1660,0.15,1660,0,NA,6548,402,1139831
8,"Telangana-Khammam","NARALA SATYANARAYANA","Janasena Party",19315,1.69,19304,11,NA,6549,402,1139831
9,"Telangana-Khammam","NAGESWARA RAO LAKAVATH","Bahujan Mukti Party",1030,0.09,1028,2,NA,6550,402,1139831
10,"Telangana-Khammam","VENKATESWAR RAO PULLAKHANDAM","Pyramid Party of India",969,0.09,969,0,NA,6551,402,1139831
11,"Telangana-Khammam","ANIL KUMAR MADDINENI","Independent",872,0.08,871,1,NA,6552,402,1139831
12,"Telangana-Khammam","AVUTAPALLI RAMBABU","Independent",1154,0.1,1154,0,NA,6553,402,1139831
13,"Telangana-Khammam","KOPPULA SREENIVASARAO","Independent",1797,0.16,1797,0,NA,6554,402,1139831
14,"Telangana-Khammam","GUGULOTHU RAMESH","Independent",2485,0.22,2484,1,NA,6555,402,1139831
15,"Telangana-Khammam","GOKINAPALLI VENKATESWAR RAO","Independent",11520,1.01,11517,3,NA,6556,402,1139831
16,"Telangana-Khammam","GOPAGANI SHANKARA RAO","Independent",9949,0.87,9949,0,NA,6557,402,1139831
17,"Telangana-Khammam","DUNUKU VELADRI","Independent",1506,0.13,1506,0,NA,6558,402,1139831
18,"Telangana-Khammam","PARSAGANI NAGESWARA RAO","Independent",10148,0.89,10148,0,NA,6559,402,1139831
19,"Telangana-Khammam","PALVANCHA RAMARAO","Independent",2739,0.24,2736,3,NA,6560,402,1139831
20,"Telangana-Khammam","BHANALA LAXMANA CHARY","Independent",4704,0.41,4704,0,NA,6561,402,1139831
21,"Telangana-Khammam","MUTYAM ARJUNA RAJU","Independent",2220,0.19,2220,0,NA,6562,402,1139831
22,"Telangana-Khammam","LAXMA NAIK BANOTH","Independent",734,0.06,732,2,NA,6563,402,1139831
23,"Telangana-Khammam","SANJEEVA RAO NAKIRIKANTI","Independent",2024,0.18,2024,0,NA,6564,402,1139831
24,"Telangana-Khammam","NOTA","None of the Above",15832,1.39,15802,30,NA,6565,402,1139831
1,"Telangana-Mahabubabad","Kalluri. Venkateswara Rao.","Communist Party of India",45719,4.65,45694,25,NA,6566,403,983535
2,"Telangana-Mahabubabad","Kavitha Malothu","Telangana Rashtra Samithi",462109,46.98,461824,285,NA,6567,403,983535
3,"Telangana-Mahabubabad","Jatothu Hussain","Bharatiya Janata Party",25487,2.59,25333,154,NA,6568,403,983535
4,"Telangana-Mahabubabad","Balaram Naik Porika","Indian National Congress",315446,32.07,315262,184,NA,6569,403,983535
5,"Telangana-Mahabubabad","Arun Kumar Mypathi","Telangana Jana Samithi",57073,5.8,56969,104,NA,6570,403,983535
6,"Telangana-Mahabubabad","B. Parvathi","Pyramid Party of India",2302,0.23,2300,2,NA,6571,403,983535
7,"Telangana-Mahabubabad","Balsingh Daravath","Bhartiya Anarakshit Party",5908,0.6,5908,0,NA,6572,403,983535
8,"Telangana-Mahabubabad","Bhaskar Naik Bhukya. Dr,,","Janasena Party",9811,1,9788,23,NA,6573,403,983535
9,"Telangana-Mahabubabad","Uke Kousalya.","Independent",11058,1.12,11054,4,NA,6574,403,983535
10,"Telangana-Mahabubabad","Kalthi Yarraiah","Independent",3851,0.39,3846,5,NA,6575,403,983535
11,"Telangana-Mahabubabad","Palvancha. Durga.","Independent",3213,0.33,3210,3,NA,6576,403,983535
12,"Telangana-Mahabubabad","Balu Nayak Bhukya","Independent",14866,1.51,14865,1,NA,6577,403,983535
13,"Telangana-Mahabubabad","Mokalla. Murali Krishna.","Independent",6666,0.68,6666,0,NA,6578,403,983535
14,"Telangana-Mahabubabad","Vaditya Shriram Naik","Independent",5944,0.6,5942,2,NA,6579,403,983535
15,"Telangana-Mahabubabad","NOTA","None of the Above",14082,1.43,14073,9,NA,6580,403,983535
1,"Telangana-Mahbubnagar","ARUNA D.K","Bharatiya Janata Party",333573,33.88,333121,452,NA,6581,404,984634
2,"Telangana-Mahbubnagar","CHALLA VAMSHI CHAND REDDY","Indian National Congress",193631,19.67,193513,118,NA,6582,404,984634
3,"Telangana-Mahbubnagar","MANNE SRINIVAS REDDY","Telangana Rashtra Samithi",411402,41.78,411241,161,NA,6583,404,984634
4,"Telangana-Mahbubnagar","IMRAN AHMED KHAN","Ambedkar National Congress",4462,0.45,4459,3,NA,6584,404,984634
5,"Telangana-Mahbubnagar","V. DASRAM NAYAK","Bahujan Mukti Party",2482,0.25,2479,3,NA,6585,404,984634
6,"Telangana-Mahbubnagar","E. Shivadurgavaraprasad Reddy","Indian Rakshaka Nayakudu Party",2012,0.2,2010,2,NA,6586,404,984634
7,"Telangana-Mahbubnagar","Azeez Khan M.A.","Independent",1499,0.15,1499,0,NA,6587,404,984634
8,"Telangana-Mahbubnagar","Imtiyaz Ahamad","Independent",8495,0.86,8493,2,NA,6588,404,984634
9,"Telangana-Mahbubnagar","JORIGHA VISHWESHWAR","Independent",2471,0.25,2471,0,NA,6589,404,984634
10,"Telangana-Mahbubnagar","D. Thimmappa","Independent",3489,0.35,3488,1,NA,6590,404,984634
11,"Telangana-Mahbubnagar","POLA PRASHANTH KUMAR","Independent",5783,0.59,5783,0,NA,6591,404,984634
12,"Telangana-Mahbubnagar","Munnurukapu Gopal Reddy","Independent",4735,0.48,4735,0,NA,6592,404,984634
13,"Telangana-Mahbubnagar","NOTA","None of the Above",10600,1.08,10599,1,NA,6593,404,984634
1,"Telangana-Malkajgiri","ANUMULA REVANTH REDDY","Indian National Congress",603748,38.63,602907,841,NA,6594,405,1563063
2,"Telangana-Malkajgiri","RAJASHEKAR REDDY MARRI","Telangana Rashtra Samithi",592829,37.93,592485,344,NA,6595,405,1563063
