"osn","conti_name","candidate","party","total_votes","pct_votes","evm_votes","postal_votes","migrant_votes","xrow_id","xgroup_id","xconti_total"
20,"Andhra Pradesh-Nandyal","C. SURENDRA NATH REDDY","Independent",1708,0.13,1708,0,NA,210,15,1299093
21,"Andhra Pradesh-Nandyal","NOTA","None of the Above",9791,0.75,9759,32,NA,211,15,1299093
1,"Andhra Pradesh-Narasaraopet","KANNA LAKSHMI NARAYANA","Bharatiya Janata Party",15468,1.08,15237,231,NA,212,16,1437675
2,"Andhra Pradesh-Narasaraopet","PAKKALA SURIBABU","Indian National Congress",11032,0.77,10976,56,NA,213,16,1437675
3,"Andhra Pradesh-Narasaraopet","RAYAPATI SAMBASIVARAO","Telugu Desam",591111,41.12,588900,2211,NA,214,16,1437675
4,"Andhra Pradesh-Narasaraopet","LAVU SRI KRISHNA DEVARAYALU","Yuvajana Sramika Rythu Congress Party",745089,51.83,740041,5048,NA,215,16,1437675
5,"Andhra Pradesh-Narasaraopet","ALLU VENKATAREDDY","Pyramid Party of India",2896,0.2,2892,4,NA,216,16,1437675
6,"Andhra Pradesh-Narasaraopet","KANAKAM SRINIVASARAO","National Nava Kranthi Party",1069,0.07,1065,4,NA,217,16,1437675
7,"Andhra Pradesh-Narasaraopet","NAYUB KAMAL SHAIK","Janasena Party",50813,3.53,50518,295,NA,218,16,1437675
8,"Andhra Pradesh-Narasaraopet","SURABHI DEVASAHAYAM","Indian Union Muslim League",423,0.03,423,0,NA,219,16,1437675
9,"Andhra Pradesh-Narasaraopet","KANTE SAYANNA","Independent",366,0.03,365,1,NA,220,16,1437675
10,"Andhra Pradesh-Narasaraopet","GADDALA VENU","Independent",626,0.04,623,3,NA,221,16,1437675
11,"Andhra Pradesh-Narasaraopet","DURGAMPUDI RAMIREDDY","Independent",2684,0.19,2683,1,NA,222,16,1437675
12,"Andhra Pradesh-Narasaraopet","PARIMI NARASIMHA RAO","Independent",1001,0.07,999,2,NA,223,16,1437675
13,"Andhra Pradesh-Narasaraopet","REDDYBOINA PRASANNA KUMAR","Independent",1395,0.1,1394,1,NA,224,16,1437675
14,"Andhra Pradesh-Narasaraopet","NOTA","None of the Above",13702,0.95,13664,38,NA,225,16,1437675
1,"Andhra Pradesh-Narsapuram","KANUMURU BAPIRAJU","Indian National Congress",13810,1.18,13678,132,NA,226,17,1174441
2,"Andhra Pradesh-Narsapuram","KANUMURU RAGHU RAMA KRISHNA RAJU","Yuvajana Sramika Rythu Congress Party",447594,38.11,442736,4858,NA,227,17,1174441
3,"Andhra Pradesh-Narsapuram","PYDIKONDALA MANIKYALA RAO","Bharatiya Janata Party",12378,1.05,12118,260,NA,228,17,1174441
4,"Andhra Pradesh-Narsapuram","V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA)","Telugu Desam",415685,35.39,413674,2011,NA,229,17,1174441
5,"Andhra Pradesh-Narsapuram","YELLA VENU GOPAL RAO","Nava Samaj Party",4270,0.36,4268,2,NA,230,17,1174441
6,"Andhra Pradesh-Narsapuram","GANJI PURNIMA","Republican Party of India (A)",867,0.07,865,2,NA,231,17,1174441
7,"Andhra Pradesh-Narsapuram","GURUGUBILLI RAMBABU","Marxist Communist Party of India (United)",582,0.05,582,0,NA,232,17,1174441
8,"Andhra Pradesh-Narsapuram","G S RAJU","Samajwadi Party",3462,0.29,3459,3,NA,233,17,1174441
9,"Andhra Pradesh-Narsapuram","DASARI KRISHNA MURTHY","India Praja Bandhu Party",1600,0.14,1600,0,NA,234,17,1174441
10,"Andhra Pradesh-Narsapuram","NALLAM SURYA CHANDRA RAO","Pyramid Party of India",2203,0.19,2194,9,NA,235,17,1174441
11,"Andhra Pradesh-Narsapuram","NAGABABU KONIDELA","Janasena Party",250289,21.31,248675,1614,NA,236,17,1174441
12,"Andhra Pradesh-Narsapuram","K.A.PAUL","Praja Shanthi Party",3037,0.26,3018,19,NA,237,17,1174441
13,"Andhra Pradesh-Narsapuram","GOTTUMUKKALA SHIVAJI","Independent",1273,0.11,1273,0,NA,238,17,1174441
14,"Andhra Pradesh-Narsapuram","NALLI RAJESH","Independent",2648,0.23,2646,2,NA,239,17,1174441
15,"Andhra Pradesh-Narsapuram","MEDAPATI VARAHALA REDDY","Independent",2677,0.23,2674,3,NA,240,17,1174441
16,"Andhra Pradesh-Narsapuram","NOTA","None of the Above",12066,1.03,12031,35,NA,241,17,1174441
1,"Andhra Pradesh-Nellore","Adala Prabhakara Reddy","Yuvajana Sramika Rythu Congress Party",683830,53.13,677014,6816,NA,242,18,1287036
2,"Andhra Pradesh-Nellore","Chandra Rajagopal","Communist Party of India  (Marxist)",18830,1.46,18571,259,NA,243,18,1287036
3,"Andhra Pradesh-Nellore","Chevuru Devakumar Reddy","Indian National Congress",10021,0.78,9973,48,NA,244,18,1287036
4,"Andhra Pradesh-Nellore","Beeda Masthan Rao","Telugu Desam",535259,41.59,529571,5688,NA,245,18,1287036
5,"Andhra Pradesh-Nellore","Sannapureddy Suresh Reddy","Bharatiya Janata Party",12513,0.97,12278,235,NA,246,18,1287036
6,"Andhra Pradesh-Nellore","Chinni Venkateswarlu","Pyramid Party of India",841,0.07,836,5,NA,247,18,1287036
7,"Andhra Pradesh-Nellore","Shaik Mahaboob Basha (Mabu)","Republican Party of India (A)",1319,0.1,1317,2,NA,248,18,1287036
8,"Andhra Pradesh-Nellore","Kankanala Penchala Naidu","Independent",668,0.05,667,1,NA,249,18,1287036
9,"Andhra Pradesh-Nellore","Narasapuram Prasad","Independent",2399,0.19,2397,2,NA,250,18,1287036
10,"Andhra Pradesh-Nellore","Butti Nagaraju","Independent",1101,0.09,1089,12,NA,251,18,1287036
11,"Andhra Pradesh-Nellore","Meda Malla Reddy","Independent",598,0.05,597,1,NA,252,18,1287036
12,"Andhra Pradesh-Nellore","Sukapalli Naveen","Independent",1014,0.08,1014,0,NA,253,18,1287036
13,"Andhra Pradesh-Nellore","Dr. S. Suresh Babu","Independent",1482,0.12,1482,0,NA,254,18,1287036
14,"Andhra Pradesh-Nellore","NOTA","None of the Above",17161,1.33,17128,33,NA,255,18,1287036
1,"Andhra Pradesh-Ongole","THOGANTI SREENIVASULU","Bharatiya Janata Party",8229,0.61,7587,642,NA,256,19,1342368
2,"Andhra Pradesh-Ongole","MAGUNTA SREENIVASULU REDDY","Yuvajana Sramika Rythu Congress Party",739202,55.07,729344,9858,NA,257,19,1342368
3,"Andhra Pradesh-Ongole","SIDDA RAGHAVA RAO","Telugu Desam",524351,39.06,516287,8064,NA,258,19,1342368
4,"Andhra Pradesh-Ongole","DR SIRIVELLA PRASAD","Indian National Congress",8139,0.61,8001,138,NA,259,19,1342368
5,"Andhra Pradesh-Ongole","KONDA PRAVEEN KUMAR","Navodayam Party",811,0.06,805,6,NA,260,19,1342368
6,"Andhra Pradesh-Ongole","BELLAMKONDA SAIBABU","Janasena Party",29379,2.19,29054,325,NA,261,19,1342368
7,"Andhra Pradesh-Ongole","MARAM SRINIVASA REDDY","Praja Shanthi Party",3258,0.24,3253,5,NA,262,19,1342368
8,"Andhra Pradesh-Ongole","VENKATESAN BABURAO","India Praja Bandhu Party",1073,0.08,1068,5,NA,263,19,1342368
9,"Andhra Pradesh-Ongole","KAVURI VENU BABU NAIDU","Independent",565,0.04,564,1,NA,264,19,1342368
10,"Andhra Pradesh-Ongole","BILLA CHENNAIAH","Independent",673,0.05,671,2,NA,265,19,1342368
11,"Andhra Pradesh-Ongole","MADHU YATTAPU","Independent",1160,0.09,1160,0,NA,266,19,1342368
12,"Andhra Pradesh-Ongole","MOHAN AYYAPPA","Independent",1451,0.11,1451,0,NA,267,19,1342368
13,"Andhra Pradesh-Ongole","VENKATESH VEPURI","Independent",3212,0.24,3208,4,NA,268,19,1342368
14,"Andhra Pradesh-Ongole","NOTA","None of the Above",20865,1.55,20843,22,NA,269,19,1342368
1,"Andhra Pradesh-Rajahmundry","NALLURI VIJAYA SRINIVASA RAO","Indian National Congress",12725,1.02,12678,47,NA,270,20,1250427
2,"Andhra Pradesh-Rajahmundry","PARAVASTU SATYA GOPINATH DAS","Bharatiya Janata Party",12334,0.99,12165,169,NA,271,20,1250427
3,"Andhra Pradesh-Rajahmundry","MAGANTI ROOPA","Telugu Desam",460390,36.82,459100,1290,NA,272,20,1250427
4,"Andhra Pradesh-Rajahmundry","MARGANI BHARAT","Yuvajana Sramika Rythu Congress Party",582024,46.55,578471,3553,NA,273,20,1250427
5,"Andhra Pradesh-Rajahmundry","AKULA SATYANARAYANA","Janasena Party",155807,12.46,155164,643,NA,274,20,1250427
6,"Andhra Pradesh-Rajahmundry","GEDDAM DAVID NELSON BABU","Ambedkarite Party of India",1757,0.14,1752,5,NA,275,20,1250427
7,"Andhra Pradesh-Rajahmundry","BANDARU RAJESWARA RAO","Jana Jagruti Party",1035,0.08,1034,1,NA,276,20,1250427
8,"Andhra Pradesh-Rajahmundry","MEDA SRINIVAS","Rashtriya Praja Congress  (Secular)",996,0.08,994,2,NA,277,20,1250427
9,"Andhra Pradesh-Rajahmundry","SANGISETTI SRINIVASA RAO","Pyramid Party of India",1161,0.09,1156,5,NA,278,20,1250427
10,"Andhra Pradesh-Rajahmundry","KURUVELLA BHANUCHANDAR","Independent",1242,0.1,1242,0,NA,279,20,1250427
11,"Andhra Pradesh-Rajahmundry","KOLLAPU VENU","Independent",2869,0.23,2868,1,NA,280,20,1250427
12,"Andhra Pradesh-Rajahmundry","NOTA","None of the Above",18087,1.45,18064,23,NA,281,20,1250427
1,"Andhra Pradesh-Rajampet","P.V.MIDHUN REDDY","Yuvajana Sramika Rythu Congress Party",702211,57.35,695277,6934,NA,282,21,1224354
2,"Andhra Pradesh-Rajampet","M.SHAJAHAN BASHA (JAHA)","Indian National Congress",21150,1.73,20959,191,NA,283,21,1224354
3,"Andhra Pradesh-Rajampet","D A SATHYA PRABHA","Telugu Desam",433927,35.44,429710,4217,NA,284,21,1224354
4,"Andhra Pradesh-Rajampet","ASADI. VENKATADRI","Rashtriya Krantikari Samajwadi Party",3460,0.28,3449,11,NA,285,21,1224354
5,"Andhra Pradesh-Rajampet","KARIMULLA KHAN PATTAN","Navataram Party",1135,0.09,1132,3,NA,286,21,1224354
6,"Andhra Pradesh-Rajampet","KHADER VALI SHAIK","Indian Union Muslim League",1557,0.13,1555,2,NA,287,21,1224354
7,"Andhra Pradesh-Rajampet","SYED MUKARRAM","Janasena Party",33986,2.78,33833,153,NA,288,21,1224354
8,"Andhra Pradesh-Rajampet","NARESH KUMAR POOJALA","Independent",1768,0.14,1761,7,NA,289,21,1224354
9,"Andhra Pradesh-Rajampet","PASUPULETI VENKATARAMANA ROYAL","Independent",3821,0.31,3809,12,NA,290,21,1224354
10,"Andhra Pradesh-Rajampet","NOTA","None of the Above",21339,1.74,21289,50,NA,291,21,1224354
1,"Andhra Pradesh-Srikakulam","KINJARAPU RAM MOHAN NAIDU","Telugu Desam",534544,46.19,529213,5331,NA,292,22,1157329
2,"Andhra Pradesh-Srikakulam","DOLA JAGAN","Indian National Congress",13745,1.19,13456,289,NA,293,22,1157329
3,"Andhra Pradesh-Srikakulam","DUVVADA SRINIVAS","Yuvajana Sramika Rythu Congress Party",527891,45.61,520931,6960,NA,294,22,1157329
4,"Andhra Pradesh-Srikakulam","PERLA SAMBA MURTHY","Bharatiya Janata Party",8390,0.72,7357,1033,NA,295,22,1157329
5,"Andhra Pradesh-Srikakulam","MATTA SATISH CHAKRAVARTHY","Pyramid Party of India",1448,0.13,1441,7,NA,296,22,1157329
6,"Andhra Pradesh-Srikakulam","METTA RAMARAO","Janasena Party",31956,2.76,31319,637,NA,297,22,1157329
7,"Andhra Pradesh-Srikakulam","NAMBALLA KRISHNA MOHAN","Independent",4836,0.42,4829,7,NA,298,22,1157329
8,"Andhra Pradesh-Srikakulam","NAIDUGARI RAJASEKHAR","Independent",5156,0.45,5151,5,NA,299,22,1157329
9,"Andhra Pradesh-Srikakulam","BETHA VIVEKANANDA MAHARAJ","Independent",3818,0.33,3814,4,NA,300,22,1157329
10,"Andhra Pradesh-Srikakulam","NOTA","None of the Above",25545,2.21,25500,45,NA,301,22,1157329
1,"Andhra Pradesh-Tirupati","Chintamohan","Indian National Congress",24039,1.83,23926,113,NA,302,23,1313515
2,"Andhra Pradesh-Tirupati","Doctor Daggumati Sreehari Rao","Bahujan Samaj Party",20971,1.6,20847,124,NA,303,23,1313515
3,"Andhra Pradesh-Tirupati","Panabaka Lakshmi","Telugu Desam",494501,37.65,490605,3896,NA,304,23,1313515
4,"Andhra Pradesh-Tirupati","Balli Durga Prasad Rao","Yuvajana Sramika Rythu Congress Party",722877,55.03,717924,4953,NA,305,23,1313515
5,"Andhra Pradesh-Tirupati","Bommi Srihari Rao","Bharatiya Janata Party",16125,1.23,16001,124,NA,306,23,1313515
6,"Andhra Pradesh-Tirupati","Karra Siva (Pyramid Siva)","Pyramid Party of India",1003,0.08,998,5,NA,307,23,1313515
7,"Andhra Pradesh-Tirupati","Neeruguttu Nagesh, M.A., Philosophy","Janapaalana Party (Democratic)",913,0.07,912,1,NA,308,23,1313515
8,"Andhra Pradesh-Tirupati","Bokkam. Ramesh","Viduthalai Chiruthaigal Katchi",1195,0.09,1194,1,NA,309,23,1313515
9,"Andhra Pradesh-Tirupati","Viruvuru Sudhakar","Vishwa Jana Party",998,0.08,995,3,NA,310,23,1313515
10,"Andhra Pradesh-Tirupati","M. Solomon","Andhra Rastra Praja Samithi",1563,0.12,1563,0,NA,311,23,1313515
11,"Andhra Pradesh-Tirupati","Kattamanchi Prabhakar","Independent",1430,0.11,1430,0,NA,312,23,1313515
12,"Andhra Pradesh-Tirupati","K.S. Munirathnam","Independent",2119,0.16,2117,2,NA,313,23,1313515
13,"Andhra Pradesh-Tirupati","NOTA","None of the Above",25781,1.96,25750,31,NA,314,23,1313515
1,"Andhra Pradesh-Vijayawada","KILARU DILEEP","Bharatiya Janata Party",18504,1.45,18411,93,NA,315,24,1277711
2,"Andhra Pradesh-Vijayawada","KESINENI SRINIVAS (NANI)","Telugu Desam",575498,45.04,573929,1569,NA,316,24,1277711
3,"Andhra Pradesh-Vijayawada","NARAHARISETTY. NARASIMHARAO.","Indian National Congress",16261,1.27,16204,57,NA,317,24,1277711
4,"Andhra Pradesh-Vijayawada","POTLURI.V.PRASAD ( P V P )","Yuvajana Sramika Rythu Congress Party",566772,44.36,564174,2598,NA,318,24,1277711
5,"Andhra Pradesh-Vijayawada","ANDUKURI VIJAYA BHASKAR","India Praja Bandhu Party",2457,0.19,2457,0,NA,319,24,1277711
6,"Andhra Pradesh-Vijayawada","DATLA LURDU MARY","Mundadugu Praja Party",434,0.03,433,1,NA,320,24,1277711
7,"Andhra Pradesh-Vijayawada","PADALA SIVA PRASAD","Navarang Congress Party",480,0.04,480,0,NA,321,24,1277711
8,"Andhra Pradesh-Vijayawada","Muttamsetty Prasad babu","Janasena Party",81650,6.39,81416,234,NA,322,24,1277711
9,"Andhra Pradesh-Vijayawada","SEKHAR","Pyramid Party of India",685,0.05,683,2,NA,323,24,1277711
10,"Andhra Pradesh-Vijayawada","Sk. Riyaz","Indian Union Muslim League",412,0.03,412,0,NA,324,24,1277711
11,"Andhra Pradesh-Vijayawada","ANIL KUMAR MADDINENI","Independent",1049,0.08,1049,0,NA,325,24,1277711
12,"Andhra Pradesh-Vijayawada","DHANEKULA GANDHI","Independent",688,0.05,687,1,NA,326,24,1277711
13,"Andhra Pradesh-Vijayawada","NANDINI NALLAGHATLA","Independent",953,0.07,951,2,NA,327,24,1277711
14,"Andhra Pradesh-Vijayawada","BOLISETTY HARI BABU","Independent",1739,0.14,1739,0,NA,328,24,1277711
15,"Andhra Pradesh-Vijayawada","MOHAMMAD ISHAQ","Independent",1218,0.1,1218,0,NA,329,24,1277711
16,"Andhra Pradesh-Vijayawada","NOTA","None of the Above",8911,0.7,8889,22,NA,330,24,1277711
1,"Andhra Pradesh-Visakhapatnam","DAGGUBATI PURANDESWARI","Bharatiya Janata Party",33892,2.73,33430,462,NA,331,25,1239754
2,"Andhra Pradesh-Visakhapatnam","PEDADA. RAMANIKUMARI","Indian National Congress",14633,1.18,14550,83,NA,332,25,1239754
3,"Andhra Pradesh-Visakhapatnam","BHARAT MATHUKUMILLI","Telugu Desam",432492,34.89,431093,1399,NA,333,25,1239754
4,"Andhra Pradesh-Visakhapatnam","M V V SATYANARAYANA","Yuvajana Sramika Rythu Congress Party",436906,35.24,433968,2938,NA,334,25,1239754
5,"Andhra Pradesh-Visakhapatnam","GEORGE BANGARI","Viduthalai Chiruthaigal Katchi",3028,0.24,3027,1,NA,335,25,1239754
6,"Andhra Pradesh-Visakhapatnam","B. JAYA VENU GOPAL","Pyramid Party of India",1627,0.13,1622,5,NA,336,25,1239754
7,"Andhra Pradesh-Visakhapatnam","V.V. LAKSHMI NARAYANA","Janasena Party",288874,23.3,287072,1802,NA,337,25,1239754
8,"Andhra Pradesh-Visakhapatnam","ANMISH VARMA","Independent",1915,0.15,1904,11,NA,338,25,1239754
9,"Andhra Pradesh-Visakhapatnam","R. UDAYA GOWRI","Independent",1384,0.11,1384,0,NA,339,25,1239754
10,"Andhra Pradesh-Visakhapatnam","KOTHAPALLI GEETHA","Independent",1158,0.09,1155,3,NA,340,25,1239754
11,"Andhra Pradesh-Visakhapatnam","GAMPALA SOMASUNDARAM","Independent",1128,0.09,1127,1,NA,341,25,1239754
12,"Andhra Pradesh-Visakhapatnam","GANNU MALLAYYA","Independent",1313,0.11,1311,2,NA,342,25,1239754
13,"Andhra Pradesh-Visakhapatnam","DURGAPRASAD. GUNTU","Independent",2464,0.2,2463,1,NA,343,25,1239754
14,"Andhra Pradesh-Visakhapatnam","PULAPAKA RAJA SEKHAR","Independent",2294,0.19,2294,0,NA,344,25,1239754
15,"Andhra Pradesh-Visakhapatnam","NOTA","None of the Above",16646,1.34,16626,20,NA,345,25,1239754
1,"Andhra Pradesh-Vizianagaram","Ashok Gajapathi Raju Pusapati","Telugu Desam",530382,43.55,527307,3075,NA,346,26,1217890
2,"Andhra Pradesh-Vizianagaram","Adiraju Yedla","Indian National Congress",15725,1.29,15607,118,NA,347,26,1217890
3,"Andhra Pradesh-Vizianagaram","Bellana Chandra Sekhar","Yuvajana Sramika Rythu Congress Party",578418,47.49,573466,4952,NA,348,26,1217890
4,"Andhra Pradesh-Vizianagaram","Sanyasi Raju Pakalapati","Bharatiya Janata Party",7266,0.6,6902,364,NA,349,26,1217890
5,"Andhra Pradesh-Vizianagaram","P.V.A. Ananda Sagar","Samaanya Praja Party",4983,0.41,4981,2,NA,350,26,1217890
6,"Andhra Pradesh-Vizianagaram","Chiranjeevi Lingala","Andhra Chaitanya Party",1263,0.1,1261,2,NA,351,26,1217890
7,"Andhra Pradesh-Vizianagaram","Mukka Srinivas Rao","Janasena Party",34192,2.81,33779,413,NA,352,26,1217890
8,"Andhra Pradesh-Vizianagaram","Lagudu. Govinda Rao","Jana Jagruti Party",791,0.06,787,4,NA,353,26,1217890
9,"Andhra Pradesh-Vizianagaram","Surya Bhavani. K","Pyramid Party of India",830,0.07,822,8,NA,354,26,1217890
10,"Andhra Pradesh-Vizianagaram","Yella Rao Siyyadula","Independent",1010,0.08,1010,0,NA,355,26,1217890
11,"Andhra Pradesh-Vizianagaram","Dhanalakoti Ramana","Independent",1176,0.1,1172,4,NA,356,26,1217890
12,"Andhra Pradesh-Vizianagaram","Pentapati Rajesh","Independent",1462,0.12,1461,1,NA,357,26,1217890
13,"Andhra Pradesh-Vizianagaram","Ijjurouthu Ramunaidu","Independent",4553,0.37,4550,3,NA,358,26,1217890
14,"Andhra Pradesh-Vizianagaram","Venkata Trindha Rao Veluri","Independent",6338,0.52,6336,2,NA,359,26,1217890
15,"Andhra Pradesh-Vizianagaram","NOTA","None of the Above",29501,2.42,29468,33,NA,360,26,1217890
1,"Arunachal Pradesh-ARUNACHAL EAST","Lowangcha Wanglat","Indian National Congress",83935,28.57,80378,3557,NA,361,27,293781
2,"Arunachal Pradesh-ARUNACHAL EAST","Mongol Yomso","People's Party of Arunachal",22937,7.81,22160,777,NA,362,27,293781
3,"Arunachal Pradesh-ARUNACHAL EAST","Tapir Gao","Bharatiya Janata Party",153883,52.38,148567,5316,NA,363,27,293781
4,"Arunachal Pradesh-ARUNACHAL EAST","Bandey Mili","Janata Dal  (Secular)",15958,5.43,15304,654,NA,364,27,293781
5,"Arunachal Pradesh-ARUNACHAL EAST","C. C. Singpho","Independent",11493,3.91,10955,538,NA,365,27,293781
6,"Arunachal Pradesh-ARUNACHAL EAST","NOTA","None of the Above",5575,1.9,5490,85,NA,366,27,293781
1,"Arunachal Pradesh-ARUNACHAL WEST","KIREN RIJIJU","Bharatiya Janata Party",225796,63.02,216494,9302,NA,367,28,358309
2,"Arunachal Pradesh-ARUNACHAL WEST","NABAM TUKI","Indian National Congress",50953,14.22,49362,1591,NA,368,28,358309
3,"Arunachal Pradesh-ARUNACHAL WEST","SUBU KECHI","People's Party of Arunachal",4766,1.33,4633,133,NA,369,28,358309
4,"Arunachal Pradesh-ARUNACHAL WEST","JARJUM ETE","Janata Dal  (Secular)",43919,12.26,41509,2410,NA,370,28,358309
5,"Arunachal Pradesh-ARUNACHAL WEST","JOMIN NYOKIR KARA","All India Forward Bloc",1921,0.54,1879,42,NA,371,28,358309
6,"Arunachal Pradesh-ARUNACHAL WEST","KHYODA APIK","National People's Party",27119,7.57,26530,589,NA,372,28,358309
7,"Arunachal Pradesh-ARUNACHAL WEST","RUMAK JOMOH","Independent",1946,0.54,1878,68,NA,373,28,358309
8,"Arunachal Pradesh-ARUNACHAL WEST","NOTA","None of the Above",1889,0.53,1837,52,NA,374,28,358309
1,"Assam-Autonomous District","BIREN SINGH ENGTI","Indian National Congress",141690,22.94,141344,346,NA,375,29,617735
2,"Assam-Autonomous District","HOREN SING BEY","Bharatiya Janata Party",381316,61.73,380183,1133,NA,376,29,617735
3,"Assam-Autonomous District","LIENKHOCHON","National People's Party",10037,1.62,9920,117,NA,377,29,617735
4,"Assam-Autonomous District","HOLIRAM TERANG","Autonomous State Demand Committee",36915,5.98,36840,75,NA,378,29,617735
5,"Assam-Autonomous District","JONES INGTI KATHAR","Independent",39583,6.41,39425,158,NA,379,29,617735
6,"Assam-Autonomous District","NOTA","None of the Above",8194,1.33,8160,34,NA,380,29,617735
1,"Assam-Barpeta","Abdul Khaleque","Indian National Congress",645173,44.23,643441,1732,NA,381,30,1458549
2,"Assam-Barpeta","Ashahak Ali Dewan","All India Trinamool Congress",20466,1.4,20405,61,NA,382,30,1458549
3,"Assam-Barpeta","Kumar Deepak Das","Asom Gana Parishad",504866,34.61,501319,3547,NA,383,30,1458549
4,"Assam-Barpeta","Rafiqul Islam","All India United Democratic Front",248667,17.05,248360,307,NA,384,30,1458549
5,"Assam-Barpeta","Aroon Barooa","Purvanchal Janta Party (Secular)",3618,0.25,3424,194,NA,385,30,1458549
6,"Assam-Barpeta","Chitralekha Das","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",2382,0.16,2322,60,NA,386,30,1458549
7,"Assam-Barpeta","Saniara Parbin","Voters Party  International",3437,0.24,3391,46,NA,387,30,1458549
8,"Assam-Barpeta","Pranabjyoti Das Rajbonshi","National People's Party",2462,0.17,2390,72,NA,388,30,1458549
9,"Assam-Barpeta","Bhadreswar Barman","National Republican Congress",2214,0.15,2164,50,NA,389,30,1458549
10,"Assam-Barpeta","Matiar Rahman","The National Road Map Party of India",3973,0.27,3970,3,NA,390,30,1458549
11,"Assam-Barpeta","Rejaul Karim","Republican Party of India (A)",3350,0.23,3345,5,NA,391,30,1458549
12,"Assam-Barpeta","Santanu Mukherjee","Bharatiya Gana Parishad",5408,0.37,5279,129,NA,392,30,1458549
13,"Assam-Barpeta","Arfan Ali","Independent",2799,0.19,2780,19,NA,393,30,1458549
14,"Assam-Barpeta","NOTA","None of the Above",9734,0.67,9648,86,NA,394,30,1458549
1,"Assam-Dhubri","ABU TAHER BEPARI","Indian National Congress",492506,29.23,492086,420,NA,395,31,1685005
2,"Assam-Dhubri","ZABED ISLAM","Asom Gana Parishad",399733,23.72,398770,963,NA,396,31,1685005
3,"Assam-Dhubri","NURUL ISLAM CHOUDHURY","All India Trinamool Congress",12895,0.77,12865,30,NA,397,31,1685005
4,"Assam-Dhubri","BADRUDDIN AJMAL","All India United Democratic Front",718764,42.66,718131,633,NA,398,31,1685005
5,"Assam-Dhubri","ALAKESH ROY","Hindusthan Nirman Dal",7780,0.46,7717,63,NA,399,31,1685005
6,"Assam-Dhubri","SURAT JAMAN MONDAL","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",4325,0.26,4304,21,NA,400,31,1685005
7,"Assam-Dhubri","JOHIRUL ISLAM KHAN","Purvanchal Janta Party (Secular)",2859,0.17,2846,13,NA,401,31,1685005
8,"Assam-Dhubri","NRIPEN DAS","Bharatiya National Janta Dal",2072,0.12,1908,164,NA,402,31,1685005
9,"Assam-Dhubri","MEHBUBAR RAHMAN","Republican Party of India (A)",4250,0.25,4249,1,NA,403,31,1685005
10,"Assam-Dhubri","SHAJAHAN SHEIKH","Voters Party  International",5628,0.33,5625,3,NA,404,31,1685005
11,"Assam-Dhubri","ANAMIKA SARKAR","Independent",5589,0.33,5566,23,NA,405,31,1685005
12,"Assam-Dhubri","UTTAM KUMAR RAY","Independent",3321,0.2,3290,31,NA,406,31,1685005
13,"Assam-Dhubri","MIR HUSSAIN SARKAR","Independent",4138,0.25,4138,0,NA,407,31,1685005
14,"Assam-Dhubri","RUKUNUR ZAMAN","Independent",4393,0.26,4393,0,NA,408,31,1685005
15,"Assam-Dhubri","SHUKUR ALI","Independent",7774,0.46,7765,9,NA,409,31,1685005
16,"Assam-Dhubri","NOTA","None of the Above",8978,0.53,8963,15,NA,410,31,1685005
1,"Assam-Dibrugarh","PABAN SINGH GHATOWAR","Indian National Congress",295017,29.04,294663,354,NA,411,32,1015748
2,"Assam-Dibrugarh","RAMESWAR TELI","Bharatiya Janata Party",659583,64.94,657983,1600,NA,412,32,1015748
